,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,realized_return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,unrealized_return,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x,value_x
UBS AG,0.2264578733128861,0.12426187723585626,0.29537636595305045,0.05878316157579447,,0.05678598704587405,,0.023445562432953617,1.401221282575065,,0.024506556256722798,,0.0801091093235312,0.05521792088712436,,0.9723595198250918,,0.07351992213993626,0.18975075225641155,,0.0191041241751159,,0.09941902350676596,0.2741320516218441,,0.08423402961512039,,0.3152253097376757,0.45847025039106637,0.25371862905469256,0.6387472860181809,0.1346521487115278,,0.12025935926254205,,0.06910118894791309,2.808117535551681,,0.06887988667756477,,0.1697678282660729,0.13635684638848855,,1.964107276817164,,0.15375807200415678,0.4046824915471878,,0.05698234434115371,,0.20098269632898655,0.5456420784740208,,0.3464754130870996,,0.6303147488778905,0.23538173501214615,0.12955881620328766,0.34418980898203955,0.0786374586929492,,0.06512914168467134,,0.04600979972172727,1.4070398684215353,,0.04471057470170091,,0.0912771927677572,0.08303090548137937,,0.992005208171958,,0.08225916455715611,0.21513043347625552,,0.038515667843839974,,0.10415795861892815,0.27190919377236233,,0.29285418621275666,,0.3152410846519512,5833000.0,467000.0,,3116000.0,586867000.0,,4735000.0,,402216000.0,16467832000.0,,317659000.0,,8814138000.0,84824451000.0,,2001197000.0,,51734015000.0,547020919000.0,,6445153000.0,,328068371000.0,352524253000.0,,225000.0,,209113065000.0
UBS ASSET MANAGEMENT AMERICAS INC,,,,0.02459308576562943,,0.0,,0.037334022802095024,0.36384824379258623,,1.0485863398674191,,1.0925857734709952,0.779945361777022,,4.2959040815421545,,1.1022896881833641,1.0921120166404585,,0.810140545834641,,1.9657594797066669,0.6259114166946077,0.020678917343982684,0.007128024809352151,0.020436488199538975,1.1934710165190865,,,,0.23073020263940106,,0.21188696162898288,,0.21975777194994583,0.7388492574065918,,2.15167417383789,,2.2089336025759785,1.5513416253173558,,8.624656568010812,,2.2072206442144564,2.196539526012758,,1.6629645626568264,,3.929577391814899,1.2693631919856874,0.16916806380394583,0.09908855983015918,0.12357572985167828,2.390830430524234,,,,0.22576510066950548,,0.21188696162898288,,0.19394887452715362,0.3801468536483423,,1.1041069327841977,,1.117665565405072,0.7722177568531428,,4.329534831714404,,1.1053930415375177,1.1051271840107768,,0.856310373584808,,1.964123286922382,0.6454370562949997,0.1514143332629685,0.09574117829508812,0.1159701192946297,1.1987631784975876,,,,,1564045093.0,,75353.0,,23513976.0,7841271222.0,,3231896520.0,,6282617825.0,120483268951.0,,4990917829.0,,64994515494.0,941309847201.0,,15279128808.0,,500095053086.0,364081339580.0,2401073314.0,2254517296.0,2266852487.0,324027447830.0
UBS GROUP AG,0.05322465574904771,0.21886673318002745,0.1596079211295185,0.06848619146919355,,0.09821954584163659,,1.0512327124172942,0.5717055079004876,,0.14639604913094656,,0.43654651346699497,0.2948823916471375,,0.1341882379273965,,0.1668456162819389,0.31195012618023765,,0.775446321017209,,0.28100070735015953,0.2633415841280769,,,,0.2789961465175978,0.12414376007376321,0.6445788149404482,0.329520437086411,0.1601028392206482,,0.24450113334968676,,2.1243240146303553,1.1443749667044663,,0.2781388342192767,,0.8580808809496866,0.6079749606815976,,0.29172739184739743,,0.35120562021063473,0.6398697049761731,,1.559547393316732,,0.5780409946106562,0.536747153498523,,,,0.5708689226809478,0.08605822811774633,0.4360121641166323,0.17511420056560414,0.09732500283002239,,0.14782145473892683,,1.0733598415439964,0.5735613161037815,,0.14044976763493108,,0.423073519205021,0.31501659699197515,,0.15935091051294875,,0.18569459324490858,0.3288090440936966,,0.784381936546377,,0.297390767681842,0.2749685075078083,,,,0.2924268082678896,236702000.0,12831000.0,,103680000.0,3012304000.0,,183753000.0,,2071587000.0,75724484000.0,,1875289000.0,,58396246000.0,166947613000.0,,13331970000.0,,113891166000.0,1764561705000.0,,91427935000.0,,1654559202000.0,1631838732000.0,,,,1035505513000.0
UBS OCONNOR LLC,,1.3594159000216495,509.7632996592227,0.0,,3.773816104377808,,0.7384556378318529,3.6121982737485814,,0.7508897142177446,,1.460541399706273,7.604180769627883,,5.435492088102743,,3.216661244829509,0.8893716373538223,,2.366346874382385,,9.642300734193942,9.623894673614844,,,,2.955360633217014,,2.8816400106313154,1019.8213595571713,0.11072190208787276,,7.620397426732749,,1.6139438256457976,7.249344828468415,,1.8241635041312516,,2.926199062494562,15.211030739390461,,10.885799517991206,,6.469231003599127,1.8069047612605926,,4.706048967051388,,19.274070700908577,19.272990611280697,,,,6.098861189705368,,1.5534353388725621,510.0581057132456,0.11072190208787276,,3.8483240685672784,,0.8816653016438218,3.6385184645640494,,1.0845459648591944,,1.4673828001700926,7.607094502148472,,5.450986654133805,,3.2530815989080506,0.9212611838814775,,2.3832996699640643,,9.631915598190494,9.650602253015231,,,,3.165255413214947,,223413000.0,,235346000.0,746000.0,,2356270000.0,,1204579000.0,4131671000.0,,699920000.0,,3585367000.0,13625735000.0,,3350400000.0,,8837757000.0,25453775000.0,,6279030000.0,,28028982000.0,4442443000.0,,,,1448324000.0
UMB BANK N A,,,,,,0.0,,,0.016074854611669007,,0.007490166892110613,,,0.0067613006748760114,,0.003261630899511604,,99.4422758525026,0.2080051219385066,,0.02719519648872697,,0.15672477806551321,0.16126340005936296,,,,4.26891483317148,,,,,,0.3367175148507369,,,0.17234401232158342,,0.10464418880505812,,,0.21336262383226604,,0.06031129515590483,,202.0094525853751,0.45627009378452343,,0.0822303369978584,,0.479539872386005,0.32564900621338605,,,,8.549931834339594,,,,,,0.3367175148507369,,,0.16613643046775825,,0.09968936247130251,,,0.21171501903431414,,0.05939078654144369,,102.56851669508511,0.25754016801241836,,0.06216243346296983,,0.36766265617125615,0.18070817393526847,,,,4.322449184081753,,3000.0,,,,,35000.0,,,17530000.0,,48079000.0,,,3333454000.0,,34783000.0,,8747966000.0,11598179000.0,,317411000.0,,7469859000.0,16001991000.0,,,,9608180000.0
UNIONBANCAL CORP,,,0.07081224456643005,0.21311017590780107,,0.0640690773665418,,0.07387758672952631,0.06608490353710751,,1.004533140313719,,0.03997775779713861,0.017668700359696518,,2.117385130605747,,0.05108061820005973,0.5658856346098051,,1.2243934694578529,,0.6314329740348842,0.549453107315878,,0.03733402181528014,,0.5881313587020162,,,0.19091604345901672,0.45997834526569115,,0.16808753629890108,,0.179551627903023,0.15230678998237926,,2.0190050523595735,,0.11484816953197988,0.08853790786922472,,4.239986075411043,,0.11542492350937528,1.1381492948789738,,2.456435601877458,,1.2655855740727582,1.1007112649667008,,0.1002935645991603,,1.1631239071935002,,,0.1241283705679904,0.26483643341949953,,0.11819384186104956,,0.11508205553359396,0.09211180703639331,,1.0148324960148767,,0.08292245953692635,0.0801670940206428,,2.1232720027706744,,0.06980440146040992,0.5729742989082028,,1.2323030579759373,,0.6348589034483808,0.5524143559724796,,0.07543573306074955,,0.5762419932494459,,,,156000.0,153000.0,,2137000.0,,15135000.0,1518000.0,,30522000.0,,13546000.0,81774000.0,,141867000.0,,400348000.0,16629086864.0,,447506000.0,,14817699000.0,16858119510.0,,114933000.0,,18614394510.0
UNITED CAPITAL FINANCIAL ADVISERS LLC,,,,0.032508672382941244,,0.23880196093319372,,0.016237292270683185,0.16705687817346784,,0.03203302432612951,,0.019216264549832402,0.17960348344188085,,0.01747636079743796,,0.07151464558200231,0.2045943669275237,,0.0006740247848015949,,0.3168378207041208,0.07121669168010464,,,,0.10460641735887134,,,,0.14945092568615786,,0.503716127667579,,0.06896515513028745,0.3394395381426856,,0.10127290382463423,,0.0967083131636621,0.36616758592808807,,0.06608574433639253,,0.14690218299764496,0.41350673325197085,,0.4130892714406334,,0.6307150563258981,0.15250281995438134,,,,0.21039688288485536,,,,0.140392289797788,,0.27412998462551486,,0.05778340756054554,0.17658187021245828,,0.07789143122909578,,0.08846637839025945,0.1886967535873954,,0.05109211871531213,,0.08112799441622029,0.21062312911060022,,0.41306278163389115,,0.31475701556663355,0.0861313588138787,,,,0.11148595736988412,,,,,16628000.0,,31438000.0,,55002000.0,1334989000.0,,125568000.0,,278511000.0,6620660000.0,,344398000.0,,3207470000.0,50534324000.0,,234823000.0,,37277438000.0,61965274000.0,,,,33909501000.0
UNITED SERVICES AUTOMOBILE ASSOCIATION,0.06009410818169258,,0.11015662864706209,0.04907657044017142,,0.08682589359498867,,0.03759358131612093,0.01128742050465503,,0.011829195752339493,,0.015088573334216515,0.009577596398441584,,0.012443877453438836,,0.014808973398271976,0.004843314777627939,,0.010214844874971799,,0.005364720103043012,0.0030850866998980136,,0.034209663912003634,,0.006272362132152388,0.27657578888792206,,0.3706439409802718,0.17779240259028536,,0.22902992939446254,,0.2722652967104928,0.07318502684924004,,0.10607707887230633,,0.05999320363736295,0.07031340241948081,,0.08167602678586734,,0.052087035601004875,0.05495567916960217,,0.06068809689053243,,0.05252382698149565,0.055093329249218066,,0.09666391402946602,,0.05799806474230029,0.24516933303318722,,0.27766523051869757,0.1493516153242133,,0.17489932407928274,,0.24713237257770437,0.0668121272997577,,0.10135267520710602,,0.05250961457109323,0.06526096881843432,,0.07287270951312308,,0.04968105752156542,0.051914924567779935,,0.05625016953714905,,0.04804907308355195,0.05260480868890607,,0.07166512193190946,,0.054141440514007995,13287000.0,,,10343000.0,183855000.0,,23805000.0,,41634000.0,8203825000.0,,2165192000.0,,5512552000.0,20955387000.0,,3669743000.0,,15134568000.0,177450853000.0,,2625788000.0,,186747964000.0,36751770000.0,,12791945000.0,,210193599000.0
UNITED STATES STEEL CARNEGIE PENSION FUND,,,,,,,,,,,,,,,,0.007899322136941944,,0.015710585806705032,0.007383836927009977,,0.004052410230499341,,0.008035740584545797,0.0064169708423103666,,0.0029520449615442687,,0.004445322656616261,,,,,,,,,,,,,,,,0.13105278710183105,,0.14523807798114743,0.08842699533707164,,0.03531265449158768,,0.047613148466976084,0.09103314833744801,,0.045794400397906186,,0.07404052590235095,,,,,,,,,,,,,,,,0.12745175287381066,,0.1386881506161268,0.08469697239652121,,0.03247464157821823,,0.04356520977295016,0.08709297717179797,,0.044379790469307,,0.07081044714683654,,,,,,,,,,,,,,,,,2308813000.0,,1143924000.0,1538569000.0,,30995527000.0,,6068921000.0,1562878000.0,,14497952000.0,,4350905000.0
US BANCORP,,0.21879415976853178,0.021273993015182766,0.03002837986525493,,0.0807347537466045,,0.01993628452161338,0.008775127612900816,,0.020043844596978513,,0.06876080137514551,0.20486356714939993,,0.08698623014239132,,0.15747247511830678,0.45668487710166095,,0.009488785716481958,,0.2712838384547485,0.6545393289061022,,,,0.6116622806173493,,0.40874886232903485,0.15897193767199153,0.1127045630441969,,0.18234868598721393,,0.0945366446622585,0.05977180444085436,,0.09025844496753868,,0.15747907329452088,0.4188989402969844,,0.1784611509122177,,0.32723387638967083,0.9174548112744364,,0.08355804814820018,,0.5536007613301921,1.3161429183190074,,,,1.214199259941557,,0.2822290216478003,0.14667754232313648,0.09098299813668208,,0.10806895251238165,,0.0770547885237903,0.05649599696872023,,0.07588723928641869,,0.09603122454208844,0.2171857679936457,,0.09987295615986486,,0.172591666581107,0.4620288884964319,,0.0790830656411151,,0.28395371313100687,0.6622758745291016,,,,0.6034341260294014,,88000.0,,4252000.0,92058000.0,,121321000.0,,68293000.0,2492513000.0,,609357000.0,,2136912000.0,14578512000.0,,475450000.0,,15107191000.0,123486919000.0,,249021000.0,,195043451000.0,139471309000.0,,,,127659797000.0
USS INVESTMENT MANAGEMENT LTD,,,,,,,,,,,0.012657562423358927,,,0.01133795646886488,,0.008568151702120023,,0.03310846360034817,0.005900945885694134,,0.0032660623145774146,,0.007666661320846071,0.0020554824352733963,,0.01285682224315925,,0.23961321183256315,,,,,,,,,,,0.09993543027689279,,,0.07420679686012842,,0.08712416010744445,,0.14350369548184128,0.07414453919531373,,0.06910110176983149,,0.05703453807886725,0.6704111452096401,,0.10566645237618441,,0.45454563063512676,,,,,,,,,,,0.09366892411407307,,,0.06914810156803344,,0.08539773560345612,,0.12525666916843253,0.07211547502366314,,0.06735785706571883,,0.05105066065409032,0.6704382313488987,,0.09924501788710471,,0.2209982171340417,,,,,,,,,,,,1386218000.0,,,426097000.0,,1722015000.0,,2719527000.0,32432334000.0,,26359810000.0,,30165862000.0,33584677000.0,,4947001000.0,,12773473000.0
UTAH RETIREMENT SYSTEMS,,,,0.0002224464703466329,,,,0.001302964393525879,0.0005219812823320341,,0.001654019092277573,,0.0018589875707531074,0.002508353146279746,,0.007714690509205547,,0.01663283018967564,0.0005347341923654536,,0.0007247912974177478,,0.0026356955706174114,0.0003384657160493384,,0.0006768480306152637,,0.000604689066002954,,,,0.10995527025966374,,,,0.15104919208526577,0.14791173657558326,,0.14057144188531917,,0.1760560404446488,0.05496723051083198,,0.06386921826657382,,0.058204610258124366,0.05091916464705967,,0.052694012706170315,,0.057018102889929305,0.06315156728678266,,0.06037484626029569,,0.06823920850424167,,,,0.10990245538079761,,,,0.15062884807421492,0.14786241994417934,,0.14000663975682848,,0.17563890912732605,0.0542572848255429,,0.0614739901967609,,0.05823194303523473,0.05070784986995242,,0.05260135369510469,,0.05708953290967996,0.06303445891031557,,0.060145970346062255,,0.06789988922009889,,,,,64002000.0,,,,80722000.0,97494000.0,,31306000.0,,56741000.0,3168250000.0,,2893562000.0,,581739000.0,33019723000.0,,7847905000.0,,10050598000.0,18464418000.0,,1384854000.0,,9218267000.0
VALINOR MANAGEMENT LP,,,,,,,,,,,0.027883134558163655,,,0.04422091708882471,,0.03143512241324695,,0.014098211920743899,0.010664832119263081,,0.03136735573827184,,0.10335379418366118,0.014097307976593414,,,,0.05073762333317234,,,,,,,,,,,0.12790341815630174,,,0.16433587958957588,,0.2188406842454875,,0.10159774656993972,0.09755725387269001,,0.16238725011965158,,0.2783059712891447,0.11543286691733784,,,,0.16855736619912354,,,,,,,,,,,0.10745284024279948,,,0.13258155362812454,,0.2029049748559851,,0.0918184550928455,0.09068890165259902,,0.1398412040946322,,0.18251678375169642,0.10595813287009237,,,,0.12596654538269322,,,,,,,,,,,,3973025000.0,,,3201246000.0,,788926000.0,,7435290000.0,31561303000.0,,2121996000.0,,8057936000.0,4068447000.0,,,,4223145000.0
VALMARK ADVISERS INC,,,,,,,,,,,0.006870743059035379,,0.02325659431300177,0.00020426168781094913,,0.0030093345925258884,,0.0035119410930606783,0.008960305406039697,,0.007519772134710116,,0.014548775764581794,0.016378393480387752,,0.007157071276203338,,0.002149517212997702,,,,,,,,,,,0.07079336428606654,,0.1341765264963042,0.12967630857058476,,0.13507358314062595,,0.06332056328129723,0.05479212282418047,,0.04098968403533333,,0.07363071038788828,0.0550599374446264,,0.09128497073929186,,0.08711633946952112,,,,,,,,,,,0.0671954326107658,,0.11427025644858646,0.12961699804286722,,0.13437675761202417,,0.06284482406483177,0.048944230700066545,,0.03641535836018584,,0.06745181395614261,0.04502522858006027,,0.08808316452673924,,0.08632102626691614,,,,,,,,,,,,224234000.0,,14824000.0,1247000.0,,11216000.0,,9095000.0,236897000.0,,477828000.0,,814840000.0,292698000.0,,12731000.0,,171032000.0
VALUEACT HOLDINGS LP,,,,,,,,,0.008439448534264319,,0.020239846321110953,,,0.008296159631901633,,,,0.023195033856368355,0.03791138806092102,,0.0015978380160101685,,0.029081536218623593,0.01574425135993644,,,,,,,,,,,,,0.10246606606442993,,0.24895747455165437,,,0.10319797023345344,,,,0.1467133105777224,0.13585636219817143,,0.1734709392147549,,0.163369934931507,0.15147706725123541,,,,,,,,,,,,,0.09951404421583132,,0.2450054900660504,,,0.10186762213605512,,,,0.13714410025466017,0.11121056739371427,,0.17326919129072058,,0.14297596692183168,0.14542617396678814,,,,,,,,,,,,,,668771000.0,,3709923000.0,,,27093337000.0,,,,9295244000.0,126217498000.0,,24936334000.0,,20914300000.0,55872824000.0,,,,
VAN BERKOM ASSOCIATES INC,,,,,,,,,0.013674868171339094,,0.0420554555466527,,0.0069960069583934045,0.006745506641241753,,,,0.010799070678355812,0.03868372447858129,,,,0.020501486012223517,,,,,,,,,,,,,,0.11578376714647966,,0.2135276376255859,,0.0897940166277623,0.08433272792545592,,,,0.07207359870321495,0.26558173624828846,,,,0.11046458645832116,,,,,,,,,,,,,,0.10599909445068587,,0.19601503248216812,,0.08579062154515782,0.0799960711149222,,,,0.06443215647495971,0.24898825563323837,,,,0.10015863838502446,,,,,,,,,,,,,,,5583473000.0,,87453000.0,,7495308000.0,14377966000.0,,,,20878487000.0,75539000.0,,,,3280511000.0,,,,,
VAN ECK ASSOCIATES CORP,,,,0.01645704780277378,,0.0005105003027233834,,0.010341863381804267,0.012045705729075139,,0.002983927686914424,,0.02208147158140302,0.008495842611250207,,0.009182519801981953,,0.020846270374224055,0.008474460260324628,,,,0.010402237252446225,0.03168645939579402,,,,0.07585608589839878,,,,0.09225758726266194,,0.13149426803350073,,0.13970460223747305,0.1102731291272473,,0.14964506591938687,,0.16688949842636397,0.13055369132754785,,0.08798973363513464,,0.14290333059923296,0.11234189736322805,,,,0.11197367643155204,0.12164322061448893,,,,0.21690429120025942,,,,0.08946394123986627,,0.13131187336381184,,0.1335617433255119,0.10174828646508553,,0.148066610155095,,0.1520223994107837,0.12431596093792163,,0.08412039336320654,,0.12749570380198672,0.10694714233972326,,,,0.1065754301517506,0.09782936731485689,,,,0.14593325697619594,,,,,69228000.0,,697000.0,,17388000.0,13248978000.0,,798000.0,,17055240000.0,56621449000.0,,5792000.0,,44567808000.0,118682456000.0,,,,134577149000.0,10063039000.0,,,,14449311000.0
VANGUARD GROUP INC,0.06291667950644254,0.3384755365555805,0.7503014145329849,0.009684488399013133,,0.041690286734564694,,0.15894957528539078,0.003425843245153396,,0.05264513362119399,,0.007532408013938745,0.0032371745776431033,,0.004677642461707935,,0.00948246943434201,0.0018556305040696606,,0.0042941169095054785,,0.0027248867079683226,0.00018514011041379657,,,,0.0003364427719571328,0.24840534776901319,0.7221994519774804,1.6286499267017993,0.06567825043752727,,0.10082570893113141,,0.35745008438892195,0.07074327443492005,,0.1771185163962837,,0.07680171946522242,0.06023900577819282,,0.1384787481641291,,0.06134852200165213,0.05196254417897973,,0.22990954072091413,,0.04988390037042902,0.054474190334269756,,,,0.08382826043353599,0.22238803768692122,0.393284637495614,0.8994369884861751,0.06584153699248138,,0.0771188069614045,,0.20424586646446877,0.06949058339029922,,0.1324434404244185,,0.07394537362485103,0.05946021466917549,,0.1353651819034945,,0.05954987260396626,0.051659888142674054,,0.23009678841995918,,0.04901321504906148,0.05440093632054967,,,,0.08365847768144141,1271353000.0,43586000.0,,18334000.0,61273996000.0,,1346253000.0,,4420973000.0,743282775000.0,,1025779000.0,,134229822000.0,4376560027000.0,,6864249000.0,,878648535000.0,17639327090000.0,,1058634000.0,,3418307536000.0,8683951471000.0,,,,1578205660000.0
VAUGHAN DAVID INVESTMENTS LLC,,,,,,,,,,,0.0008762439926196532,,,0.0029166603198984295,,0.03487232822262533,,0.0037985757250083123,0.0010926523538074184,,0.04759871645636549,,0.0018300271776344015,0.0017180568991999206,,,,0.0014833989696077404,,,,,,,,,,,0.011674737744232697,,,0.07759758403837881,,0.09433445696689458,,0.0483101830215502,0.05244352784328449,,0.11782453313136362,,0.04515181049885582,0.08513145802618129,,,,0.04961826095244662,,,,,,,,,,,0.010798493751613045,,,0.07598951620851367,,0.06792165067870765,,0.04761147560200658,0.05181770680098348,,0.07936735237979366,,0.04394658862030575,0.08478119410204579,,,,0.04892487930041303,,,,,,,,,,,,660000.0,,,1116293000.0,,42694000.0,,2066745000.0,10874467000.0,,151885000.0,,14524730000.0,1008522000.0,,,,9897719000.0
VAUGHAN NELSON INVESTMENT MANAGEMENT LP,,,,,,,,,0.023247704948543703,,,,0.051937655184502385,0.005013722944509004,,,,0.041109783546207285,0.021067073077768506,,0.11138863121563423,,0.011588634081161652,0.012382001087593455,,0.09889730621580514,,0.008851073291595919,,,,,,,,,0.08164491166081278,,,,0.14928933389155857,0.07168404325649065,,,,0.08644178955986036,0.08632526024827253,,0.3391969314186603,,0.07314809339537985,0.0779854115166012,,0.20710576469900785,,0.0845519594636563,,,,,,,,,0.06635988312269248,,,,0.10478375037077406,0.06853015501799517,,,,0.06195880198571113,0.07300212312088257,,0.23157229112770208,,0.06477806216701905,0.06926452257862467,,0.11304675808962497,,0.07980128798298766,,,,,,,,,,9224529000.0,,,,2100920000.0,61252851000.0,,483000.0,,21944231000.0,23534377000.0,,172173000.0,,20281632000.0,11674083000.0,,371503000.0,,4463266000.0
VERITABLE LP,,,,,,0.002814051154891917,,,0.01975472958253211,,0.22657531430209982,,0.00811148942467863,0.012431249181702372,,0.0076493094337018175,,0.014250782246230545,0.004608468885884793,,0.04048481432581936,,0.008626176152687605,0.2060853963312609,,0.007429601563619799,,0.007712871642677545,,,,,,0.18708624669913687,,,0.1061630898036597,,0.6512023874458484,,0.10636073164107421,0.08523387610169005,,0.08048365465277556,,0.07117834298146997,0.05172789950432151,,0.13476717548151318,,0.05740105477611762,0.4208587446013708,,0.18810179138858685,,0.0679224894214474,,,,,,0.18616855081359135,,,0.09851358141200295,,0.42917672310298755,,0.1028708784774225,0.07890028253305607,,0.07592406089881351,,0.06391567731354311,0.049441273943541114,,0.10339205470981126,,0.05197232064570351,0.2163017275507204,,0.18631628102992645,,0.06107451617596018,,,,,,,1343000.0,,,243257000.0,,62432000.0,,87838000.0,825039000.0,,421878000.0,,403747000.0,12093887000.0,,104899000.0,,20507819000.0,11696176000.0,,522193000.0,,20061585000.0
VERITAS ASSET MANAGEMENT LLP,,,,,,,,,,,,,,0.01046195542808557,,0.020468005814386413,,,0.009194868036166337,,0.03325856523452568,,0.004479461638601171,0.007150669553660456,,,,0.013221470806170638,,,,,,,,,,,,,,0.1288581241640385,,0.12466338727851499,,,0.09384009498034548,,0.13061228166096744,,0.05979480771055241,0.08346028060889607,,,,0.06907929523918051,,,,,,,,,,,,,,0.12602876834459753,,0.11213434135373739,,,0.09087725509637269,,0.10717176388558106,,0.059404396182950396,0.07991364071600221,,,,0.05924581353874511,,,,,,,,,,,,,,,2012291000.0,,24143000.0,,,39682310000.0,,854649000.0,,95469650000.0,15550756000.0,,,,31987878000.0
VICTORY CAPITAL MANAGEMENT INC,0.0307487775390663,0.03367841940846867,,0.0197959326623394,,0.01897517358787107,,0.05498150606589851,1.621297596834792,,0.07720465854064043,,18.41976684538808,3.6866485808488396,,0.06504614271928426,,3.4109048056874838,2.9574767247152693,,4.081433347210561,,4.903135942619331,14.902655538653226,,,,10.226722499373652,0.1588199090764183,0.20275701582387073,,0.13795864984261116,,0.09366759724029984,,0.1635147241152678,3.2626000822476646,,0.17583125550233958,,36.848429856810235,7.3642603872675245,,0.17734813986521297,,6.8383146393859,5.932340575596853,,8.202758127223886,,9.812422530726394,29.82007618242189,,,,20.45834130838643,0.14813935330164688,0.1919376969888238,,0.1321590096414506,,0.08274585012435817,,0.12905554454864668,1.6422202836979298,,0.10910769880469613,,18.428871544921503,3.6779224617892172,,0.1265611537917928,,3.4275995978303535,2.9752376724555556,,4.1219950450299825,,4.9093603420950975,14.917613008264368,,,,10.231811290121684,12477000.0,649000.0,,,9541000.0,,14959000.0,,70532000.0,29208625000.0,,227657000.0,,9888291000.0,179694053000.0,,121679000.0,,125450784000.0,171054584000.0,,250956000.0,,126014120000.0,15330071000.0,,,,17675156000.0
VIKING GLOBAL INVESTORS LP,,,,,,,,,,,0.14747072658449825,,0.10234438740020757,0.02585222343304894,,0.0681564450807088,,0.10000799050325981,0.013726049983917047,,,,0.038607783186493834,0.014749673734150434,,,,0.07050154473430245,,,,,,,,,,,0.3593295558856208,,0.6295969515495925,0.09373054336592128,,0.2501966968810138,,0.24970145628920762,0.0797131999436079,,,,0.11563581011045124,0.09070530153918997,,,,0.19259001772253287,,,,,,,,,,,0.23729634608712857,,0.5730057000752831,0.07851339935151179,,0.19937668990234658,,0.15678798612368822,0.0713580910966562,,,,0.07957060805596236,0.0804511890709165,,,,0.12969349243875064,,,,,,,,,,,,712845000.0,,240201000.0,21792639000.0,,433595000.0,,6779472000.0,159201290000.0,,,,30436876000.0,164068030000.0,,,,10730656000.0
VILLERE ST DENIS J CO LLC,,,,,,,,,0.024411752749328337,,,,,0.007872154939725479,,0.0007612455818280471,,0.005200377209279192,0.06407048194467997,,0.07614884892150436,,0.031295148509178305,0.02396188105722347,,0.050324859399554084,,0.04492478451039979,,,,,,,,,0.13994420150168696,,,,,0.08963185668989065,,0.08634595890986661,,0.09147653020445465,0.2109316769898414,,0.1730703527223254,,0.15249625684390714,0.14334203274630108,,0.14463347393631534,,0.11883016650124319,,,,,,,,,0.123053474168231,,,,,0.08782590815033361,,0.08591098040222854,,0.08878631360373956,0.16808026546049182,,0.10428023379807443,,0.12339909115810467,0.13502279307002799,,0.10632494760280581,,0.08202075065182117,,,,,,,,,,1905287000.0,,,,225000.0,14030997000.0,,5113000.0,,11244917000.0,1051511000.0,,218526000.0,,7354615000.0,3517026000.0,,175159000.0,,1223940000.0
VIRGINIA RETIREMENT SYSTEMS ET AL,,,,0.0090326132062378,,,,,0.032883946259184414,,0.024893719196294864,,0.03477528939990336,0.011225028163024689,,0.02491360980458967,,0.012938232518199352,0.004569110488784305,,0.0067533979724957805,,0.0077730878014549585,0.006660722186406187,,,,0.003553684084255791,,,,0.09726993548144898,,,,,0.10045920523670783,,0.0857721649805785,,0.09050796856680558,0.07231352733784252,,0.08722442896785221,,0.05304609546810964,0.055631864236882766,,0.059933913069187515,,0.05575162739521571,0.11368426295278572,,,,0.06290397993715915,,,,0.09188150877735674,,,,,0.073331283475098,,0.06926307221471785,,0.059725915685011954,0.06428693429377808,,0.06607468655478858,,0.04485906974385064,0.05253778676081463,,0.05601316000105317,,0.04843872072352114,0.11102481569569471,,,,0.059848336226555617,,,,,132733000.0,,,,27000.0,1237549000.0,,159461000.0,,483006000.0,6436799000.0,,1431026000.0,,9048306000.0,33220611000.0,,2480407000.0,,40835040000.0,9373775000.0,,,,30169209000.0
